V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8401.2,Lignite,,,2012,Biogenic Carbon dioxide,0
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,7019745.5
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,0.1,Used Oil,,,2012,Carbon Dioxide,7019745.5
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,0.1,Used Oil,,,2012,Methane,784.72
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8075.4,Lignite,,,2012,Methane,784.72
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,0.1,Used Oil,,,2012,Biogenic Carbon dioxide,0
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8075.4,Lignite,,,2012,Biogenic Carbon dioxide,0
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8401.2,Lignite,,,2012,Carbon Dioxide,7019745.5
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,114.146
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8075.4,Lignite,,,2012,Nitrous Oxide,114.146
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,114.146
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001058,Stock Island,24.5561635,-81.8047214,FL,FLORIDA,0.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.004
Monroe,1001058,Stock Island,24.5561635,-81.8047214,FL,FLORIDA,0.4,Distillate Fuel Oil No. 2,,,2012,Methane,0.02
Monroe,1001058,Stock Island,24.5561635,-81.8047214,FL,FLORIDA,0.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,503.1
Monroe,1001058,Stock Island,24.5561635,-81.8047214,FL,FLORIDA,0.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,13180.7,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,9.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,10705634.8
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,12783.9,Subbituminous,,,2012,Nitrous Oxide,179.934
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,12783.9,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,13180.7,Subbituminous,,,2012,Nitrous Oxide,179.934
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,9.2,Distillate Fuel Oil No. 2,,,2012,Methane,1236.87
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,9.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,0.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,179.934
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,13180.7,Subbituminous,,,2012,Carbon Dioxide,10705634.8
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,13180.7,Subbituminous,,,2012,Methane,1236.87
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,12783.9,Subbituminous,,,2012,Methane,1236.87
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,0.4,Distillate Fuel Oil No. 2,,,2012,Methane,1236.87
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,0.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,10705634.8
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,0.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,9.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,179.934
Independence,1001059,Independence,35.67385,-91.406492,AR,ARKANSAS,12783.9,Subbituminous,,,2012,Carbon Dioxide,10705634.8
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,11987.2,Subbituminous,,,2012,Carbon Dioxide,4941283
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,83.032
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,11987.2,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,4941283
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,570.86
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,4941283
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0,Distillate Fuel Oil No. 2,,,2012,Methane,570.86
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,83.032
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,11987.2,Subbituminous,,,2012,Nitrous Oxide,83.032
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,11987.2,Subbituminous,,,2012,Methane,570.86
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Louisa,1001060,Louisa,41.316969,-91.093354,IA,IOWA,0.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,6.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,235.45
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,6.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,4936.5,Subbituminous,,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,235.45
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,235.45
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,6.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,4936.5,Subbituminous,,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,6.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,235.45
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,4936.5,Subbituminous,,,2012,Methane,235.45
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,34.23
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2053474.5
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,4936.5,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Larimer,1001062,Rawhide Energy Station,40.72846,-105.01577,CO,COLORADO,0.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,235.45
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,3904.4,Subbituminous,,,2012,Methane,186
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,1.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,1610282.3
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,1.4,Distillate Fuel Oil No. 2,,,2012,Methane,186
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,3904.4,Subbituminous,,,2012,Nitrous Oxide,27.057
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,1.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,27.057
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,3904.4,Subbituminous,,,2012,Carbon Dioxide,1610282.3
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,3904.4,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Scott,1001063,Sikeston,36.878786,-89.62141,MO,MISSOURI,1.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Choctaw,1001064,Hugo,34.04979,-95.24371,OK,OKLAHOMA,6175.1,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Choctaw,1001064,Hugo,34.04979,-95.24371,OK,OKLAHOMA,6175.1,Subbituminous,,,2012,Methane,294.05
Choctaw,1001064,Hugo,34.04979,-95.24371,OK,OKLAHOMA,6175.1,Subbituminous,,,2012,Nitrous Oxide,42.771
Choctaw,1001064,Hugo,34.04979,-95.24371,OK,OKLAHOMA,6175.1,Subbituminous,,,2012,Carbon Dioxide,2487644.4
Cumberland,1001065,West Station,39.49467,-75.01878,NJ,NEW JERSEY,1.1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Cumberland,1001065,West Station,39.49467,-75.01878,NJ,NEW JERSEY,1.1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,1293.7
Cumberland,1001065,West Station,39.49467,-75.01878,NJ,NEW JERSEY,1.1,Distillate Fuel Oil No. 2,,,2012,Methane,0.05
Cumberland,1001065,West Station,39.49467,-75.01878,NJ,NEW JERSEY,1.1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.011
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,7528.2,Mixed (Electric Power sector),,,2012,Methane,358.69
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,7528.2,Mixed (Electric Power sector),,,2012,Biogenic Carbon dioxide,0
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,7528.2,Mixed (Electric Power sector),,,2012,Nitrous Oxide,52.183
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,4.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,52.183
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,4.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,3039569.4
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,4.2,Distillate Fuel Oil No. 2,,,2012,Methane,358.69
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,4.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Mclean,1001066,D B Wilson,37.44669,-87.16801,KY,KENTUCKY,7528.2,Mixed (Electric Power sector),,,2012,Carbon Dioxide,3039569.4
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1701.1,Lignite,,,2012,Methane,173.77
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1,Natural Gas (Weighted U.S. Average),,,2012,Methane,173.77
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,,Petroleum Coke,,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0,Wood and Wood Residuals,,,2012,Methane,173.77
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0.5,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1701.1,Lignite,,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,,Petroleum Coke,,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,,Petroleum Coke,,,2012,Methane,173.77
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1946.5,Lignite,,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1946.5,Lignite,,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0,Wood and Wood Residuals,,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0.5,Natural Gas (Weighted U.S. Average),,,2012,Methane,173.77
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0,Wood and Wood Residuals,,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0,Wood and Wood Residuals,,,2012,Nitrous Oxide,25.273
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1701.1,Lignite,,,2012,Carbon Dioxide,1566701.5
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,,Petroleum Coke,,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,0.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1701.1,Lignite,,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1946.5,Lignite,,,2012,Biogenic Carbon dioxide,0
Robertson,1001070,Twin Oaks,31.091617,-96.696167,TX,TEXAS,1946.5,Lignite,,,2012,Methane,173.77
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.003
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.003
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.03
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0,Distillate Fuel Oil No. 2,,,2012,Methane,0.03
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1607.4
Ocean,1001076,Forked River,39.84218,-74.19801,NJ,NEW JERSEY,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,1607.4
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.23
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,11470.7
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,0.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,0.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.024
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,0.4,Distillate Fuel Oil No. 2,,,2012,Methane,0.23
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.024
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,4.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Polk,1001079,Pleasant Hill Energy Center,41.557209,-93.524422,IA,IOWA,0.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,11470.7
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,12.7,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.44
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,12.7,Distillate Fuel Oil No. 2,,,2012,Methane,2.2
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.8,Distillate Fuel Oil No. 2,,,2012,Methane,2.2
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,14.5,Distillate Fuel Oil No. 2,,,2012,Methane,2.2
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.8,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,54013.3
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,18,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.8,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.44
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,18,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,54013.3
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,18,Distillate Fuel Oil No. 2,,,2012,Methane,2.2
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,14.5,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,54013.3
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,12.7,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,54013.3
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,12.7,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.8,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.44
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,18,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.44
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,14.5,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.44
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,14.5,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,54013.3
Suffolk,1001080,Wading River Facility,40.947,-72.89391,NY,NEW YORK,0.2,Distillate Fuel Oil No. 2,,,2012,Methane,2.2
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,157.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,154.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,150.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,146.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,156.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,154.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,146.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,146.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,0,Distillate Fuel Oil No. 2,,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,130.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,150.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,156.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,157.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,157.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,146.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,130.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,156.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,154.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,150.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,4.269
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,130.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,154.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,130.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,157.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,42.69
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,150.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,2300801.1
New Castle,1001082,Hay Road,39.77234,-75.49536,DE,DELAWARE,156.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Cerro Gordo,1001083,Lime Creek,43.15201,-93.19667,IA,IOWA,0.8,Distillate Fuel Oil No. 2,,,2012,Methane,0.08
Cerro Gordo,1001083,Lime Creek,43.15201,-93.19667,IA,IOWA,0.7,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.015
