V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,689.6,Subbituminous,,,2012,Methane,73.87
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,859.3,Subbituminous,,,2012,Carbon Dioxide,7026246.1
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,0.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,118.027
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,1.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,118.027
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,689.6,Subbituminous,,,2012,Nitrous Oxide,118.027
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,1.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7026246.1
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,859.3,Subbituminous,,,2012,Methane,73.87
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,689.6,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,859.3,Subbituminous,,,2012,Nitrous Oxide,118.027
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,0.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,7026246.1
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,1.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,73.87
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,689.6,Subbituminous,,,2012,Carbon Dioxide,7026246.1
Lamb,1001043,Tolk Station,34.05507,-102.56538,TX,TEXAS,859.3,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,174.2,Subbituminous,,,2012,Nitrous Oxide,31.429
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,11.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,31.429
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,11.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,237.5,Subbituminous,,,2012,Methane,20.23
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,1.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,237.5,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,174.2,Subbituminous,,,2012,Methane,20.23
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,11.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,20.23
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,237.5,Subbituminous,,,2012,Nitrous Oxide,31.429
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,1.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1916472.5
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,11.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1916472.5
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,1.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,20.23
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,1.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,31.429
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,174.2,Subbituminous,,,2012,Carbon Dioxide,1916472.5
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,237.5,Subbituminous,,,2012,Carbon Dioxide,1916472.5
Greene,1001044,John Twitty,37.16505,-93.32262,MO,MISSOURI,174.2,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,7,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,7,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,7,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,10496.7,Subbituminous,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.4,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,5808.8,Subbituminous,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,9553.4,Subbituminous,,,2012,Methane,1232.01
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.4,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.2,Distillate Fuel Oil No. 2,,,2012,Methane,1232.01
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,5808.8,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,10496.7,Subbituminous,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,10496.7,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,5808.8,Subbituminous,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,5808.8,Subbituminous,,,2012,Methane,1232.01
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,9553.4,Subbituminous,,,2012,Carbon Dioxide,12087728.1
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,9553.4,Subbituminous,,,2012,Nitrous Oxide,179.238
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,9553.4,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,7,Distillate Fuel Oil No. 2,,,2012,Methane,1232.01
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,3.4,Distillate Fuel Oil No. 2,,,2012,Methane,1232.01
Platte,1001045,Laramie River,41.23345,-105.72462,WY,WYOMING,10496.7,Subbituminous,,,2012,Methane,1232.01
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.1,Kerosene-Type Jet Fuel,,,2012,Nitrous Oxide,0.082
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.2,Kerosene-Type Jet Fuel,,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.082
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.1,Kerosene-Type Jet Fuel,,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.2,Kerosene-Type Jet Fuel,,,2012,Nitrous Oxide,0.082
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.1,Kerosene-Type Jet Fuel,,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.1,Kerosene-Type Jet Fuel,,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.082
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.79
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.2,Kerosene-Type Jet Fuel,,,2012,Carbon Dioxide,41674.4
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.082
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,4.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,0.2,Kerosene-Type Jet Fuel,,,2012,Biogenic Carbon dioxide,0
Jasper,1001046,Empire District Elec Co Energy Ctr,37.08375,-94.11179,MO,MISSOURI,3.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.082
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,30.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,3.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,101856.4
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,3.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.9
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,3.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.19
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,3.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,30.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.9
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,5.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.9
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,5.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,101856.4
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,5.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.19
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,5.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,30.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,101856.4
Brazos,1001047,Roland C. Dansby Power Plant,30.676,-96.44039,TX,TEXAS,30.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.19
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,743,Subbituminous,,,2012,Nitrous Oxide,56.623
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,743,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,743,Subbituminous,,,2012,Carbon Dioxide,3374619.1
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,1.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,1.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,3374619.1
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,1.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,56.623
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,743,Subbituminous,,,2012,Methane,35.46
Morgan,1001048,Pawnee,40.24677,-103.60585,CO,COLORADO,1.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,35.46
Person,1001049,Mayo Electric Generating Plant,36.5278,-78.8917,NC,NORTH CAROLINA,8601.1,Bituminous,,,2012,Carbon Dioxide,3460378.3
Person,1001049,Mayo Electric Generating Plant,36.5278,-78.8917,NC,NORTH CAROLINA,8601.1,Bituminous,,,2012,Nitrous Oxide,59.575
Person,1001049,Mayo Electric Generating Plant,36.5278,-78.8917,NC,NORTH CAROLINA,8601.1,Bituminous,,,2012,Methane,409.58
Person,1001049,Mayo Electric Generating Plant,36.5278,-78.8917,NC,NORTH CAROLINA,8601.1,Bituminous,,,2012,Biogenic Carbon dioxide,0
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,8275.3,Subbituminous,,,2012,Nitrous Oxide,57.404
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,9,Distillate Fuel Oil No. 2,,,2012,Methane,394.49
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,9,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,3422181.1
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,9,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,8275.3,Subbituminous,,,2012,Carbon Dioxide,3422181.1
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,9,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,57.404
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,8275.3,Subbituminous,,,2012,Methane,394.49
Wapello,1001050,Ottumwa,41.08592,-92.52811,IA,IOWA,8275.3,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,12918,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.9,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13357.5,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.9,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,7897.3,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,12918,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,145.9,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13357.5,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.7,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,12918,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13398.6,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13398.6,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.9,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,4811.1,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,4811.1,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13398.6,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.9,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.9,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13357.5,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,4811.1,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.7,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,12918,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13398.6,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,145.9,Subbituminous,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,13357.5,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,7897.3,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.1,Distillate Fuel Oil No. 2,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,145.9,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,7897.3,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,7897.3,Subbituminous,,,2012,Biogenic Carbon dioxide,0
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,4811.1,Subbituminous,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.7,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.9,Distillate Fuel Oil No. 2,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.9,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,363.887
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,1.9,Distillate Fuel Oil No. 2,,,2012,Methane,2501.62
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,145.9,Subbituminous,,,2012,Carbon Dioxide,21644582.7
Monroe,1001051,Scherer,33.0613,-83.8066,GA,GEORGIA,0.7,Distillate Fuel Oil No. 2,,,2012,Methane,2501.62
Mason,1001052,Mountaineer (1301),38.985761,-81.9684821,WV,WEST VIRGINIA,19199,Mixed (Electric Power sector),,,2012,Carbon Dioxide,7907862.3
Mason,1001052,Mountaineer (1301),38.985761,-81.9684821,WV,WEST VIRGINIA,19199,Mixed (Electric Power sector),,,2012,Nitrous Oxide,132.98
Mason,1001052,Mountaineer (1301),38.985761,-81.9684821,WV,WEST VIRGINIA,19199,Mixed (Electric Power sector),,,2012,Biogenic Carbon dioxide,0
Mason,1001052,Mountaineer (1301),38.985761,-81.9684821,WV,WEST VIRGINIA,19199,Mixed (Electric Power sector),,,2012,Methane,914.24
McLeod,1001053,Hutchinson - Plant 2,44.8889,-94.35,MN,MINNESOTA,5.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.25
McLeod,1001053,Hutchinson - Plant 2,44.8889,-94.35,MN,MINNESOTA,5.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,13343.5
McLeod,1001053,Hutchinson - Plant 2,44.8889,-94.35,MN,MINNESOTA,5.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.025
McLeod,1001053,Hutchinson - Plant 2,44.8889,-94.35,MN,MINNESOTA,5.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0.2,Distillate Fuel Oil No. 2,,,2012,Methane,0.32
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.033
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,17017.5
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0.2,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.033
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.32
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.033
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0.2,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,17017.5
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,17017.5
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.32
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,3.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0,Distillate Fuel Oil No. 2,,,2012,Methane,0.32
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0.2,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,17017.5
Lancaster,1001054,Rokeby,40.74551,-96.75288,NE,NEBRASKA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.033
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8401.2,Lignite,,,2012,Nitrous Oxide,114.146
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.4,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,7019745.5
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.4,Distillate Fuel Oil No. 2,,,2012,Methane,784.72
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,0.1,Used Oil,,,2012,Nitrous Oxide,114.146
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8075.4,Lignite,,,2012,Carbon Dioxide,7019745.5
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,1.1,Distillate Fuel Oil No. 2,,,2012,Methane,784.72
Mercer,1001055,Antelope Valley,47.28956,-101.79085,ND,NORTH DAKOTA,8401.2,Lignite,,,2012,Methane,784.72
